Conference;Year;Author1;Author2;Author3;Author4;Author5;Author6;Author7;Author8;Author9;Author10;Author11;Author12;Author13;Author14;Author15;Title;specifier1;qualifier1;field1;Type1;Proprietary1;Specifier2;Qualifier2;Field2;Type2;Proprietary2;Specifier3;Qualifier3;Field3;Type3;Proprietary3;Specifier4;Qualifier4;Field4;Type4;Proprietary4;Specifier5;Qualifier5;Field5;Type5;Proprietary5;Specifier6;Qualifier6;Field6;Type6;Proprietary6;Specifier7;Qualifier7;Field7;Type7;Proprietary7;ArtifactEvaluation;ArtifactwasAvailable;Artifactisavailable;
RTSS;2018;Mohammad Khayatian;Mohammadreza Mehrabian;Aviral Shrivastava;;;;;;;;;;;;;RIM: Robust Intersection Management for connected Autonomous Vehicles;;custom;autonomous vehicle;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Guang Wang;Xiaoyang Xie;Fan Zhang;Yunhuai Liu;Desheng Zhang;;;;;;;;;;;bCharge: Data-Driven Real-Time Charging Scheduling for Large-Scale Electric Bus Fleets;shenzhen bus fleet;;electric vehicle;case study;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Yunhao Bai;Kuangyu Zheng;Zejiang Wang;Xiaorui Wang;Junmin Wang;;;;;;;;;;;Dynamic Channel Selection for Real-time Safety Message Communication in Vehicular Networks;;custom;automotive;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Soroush Bateni;Cong Liu;;;;;;;;;;;;;;ApNet: Approximation-aware Real-Time Neural Network;;custom;neural network;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Ming Yang;Tanya Amert;Kecheng Yang;Nathan Otterness;James H. Anderson;F. Donelson Smith;Shige Wang;;;;;;;;;Making OpenVX Really “Real Time”;;custom;computer vision;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Sandeep D’souza;Ragunathan Rajkumar;;;;;;;;;;;;;;CycleTandem: Energy-Saving Scheduling for Real-Time Systems with Hardware Accelerators;uunifast-discard;named;;taskset generator;no;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Soroush Bateni;Husheng Zhou;Yuankun Zhu;Cong Liu;;;;;;;;;;;;PredJoule: A Timing-Predictable Energy Optimization for Deep Neural Networks;;custom;neural network;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Nicola Capodieci;Roberto Cavicchioli;Marko Bertogna;Aingara Paramakuru;;;;;;;;;;;;Deadline-based Scheduling for GPU with Preemption Support;;custom;;microbenchmark;;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Katherine Missimer;Richard West;;;;;;;;;;;;;;Partitioned Real-Time NAND Flash Storage;uunifast;named;;taskset generator;no;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Ahmad Golchin;Zhuoqun Cheng;Richard West;;;;;;;;;;;;;Tuned Pipes: End-to-End Throughput and Delay Guarantees for USB Devices;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Pavithra Prabhakar;Ratan Lal;James Kapinski;;;;;;;;;;;;;Automatic Trace Generation for Signal Temporal Logic;st-lib;named;controller;specification;no;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Pascal Fradet;Maxime Lesourd;Jean-Francois Monin;Sophie Quinton;;;;;;;;;;;;A Generic Coq Proof of Typical Worst-Case Analysis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2018;Ankit Agrawal;Renato Mancuso;Rodolfo Pellizzoni;Gerhard Fohler;;;;;;;;;;;;Analysis of Dynamic Memory Bandwidth Regulation in Multi-core Real-Time Systems;uunifast;extended;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Shamit Bansal;Yecheng Zhao;Haibo Zeng;Kehua Yang;;;;;;;;;;;;Optimal Implementation of Simulink Models on multicore Architectures with Partitioned Fixed Priority Scheduling ;tgff;named;;dag generator;no;uunifast-discard;named;;taskset generator;no;;referenced;fuel injection;case study;no;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2018;Roberto Medina;Etienne Borde;Laurent Pautet;;;;;;;;;;;;;Scheduling Multi-Periodic Mixed-Criticality DAGs on Multi-Core Architectures;mc-dag;named;;dag generator;no;uunifast-discard;extended;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Jordi Cardona;Charles Hernandez;Enrico Mezzetti;Jaume Abella;Francisco J. Cazorla;;;;;;;;;;;NoCo: ILP-based Worst-Case Contention Estimation for Mesh Real-Time Manycores;mediabench;named;;benchmark;no;autobench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Federico Terraneo;Paolo Polidori;Alberto Leva;William Fornaciari;;;;;;;;;;;;THMH-MAC: Real-Time and multi-hop in the same wireless MAC;;custom;networking;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Kilho Lee;Taejune Park;Minsu Kim;Hoon Sung Chwa;Jinkyu Lee;Seungwon Shin;Insik Shin;;;;;;;;;MC-SDN: Supporting Mixed-Criticality Scheduling of Switched-Ethernet Using Software Defined Networking;;custom;;microbenchmark;;;custom;autonomous vehicle;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Aakash Soni;Xiaoting Li;Jean-Luc Scharbarg;Christian Fraboul;;;;;;;;;;;;Optimizing Network Calculus for Switched Ethernet Network with Deficit Round Robin;;custom;;microbenchmark;;;referenced;networking;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Daniel Casini;Alessandro Biondi;Geoffrey Nelissen;Giorgio Buttazzo;;;;;;;;;;;;Memory Feasability Analysis of Parallel Tasks Running on Scratchpad-Based Architectures;cp-tasks;named;;dag generator;no;str2rts;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Corey Tessler;Nathan Fisher;;;;;;;;;;;;;;BUNDLEP: Prioritizing Conflict Free Regions in Multi-Threaded Programs to Improve Cache Reuse;malardalen;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;FALSE;
RTSS;2018;Christian Dietrich;Daniel Lohmann;;;;;;;;;;;;;;Semi-Extended Tasks: Efficient Stack Sharing Among Blocking Threads;;custom;;benchmark generator;no;dosek rtos;named;rtos;benchmark generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2018;Selma Saidi;Alexander Syring;;;;;;;;;;;;;;Exploiting Locality for the Performance Analysis of Shared Memory Systems in MPSoCs;malardalen;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Geoffrey Nelissen;Alessandro Biondi;;;;;;;;;;;;;;The SRP Resource Sharing Protocol for Self-Suspending Tasks;randfixsum;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Zhishan Guo;Kecheng Yang;Sudharsan Vaidhun;Samsil Arefin;Sajal K. Das;Haoyi Xiong;;;;;;;;;;Uniprocessor Mixed-Criticality Scheduling with Graceful Degradation by Completion Rate;(pontus&yi);referenced;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Sandeep Kumar Bijinemula;Aaron Willcock;Thidapat Chantem;Nathan Fisher;;;;;;;;;;;;An Efficient Knapsack-Based Approach for Calculating the Worst-Case Demand of AVR Tasks;;custom;engine control;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2018;Chao Peng;Yecheng Zhao;Haibo Zeng;;;;;;;;;;;;;Schedulability Analysis of Adaptive Variable-Rate Tasks with Dynamic Switching Speeds;;custom;;microbenchmark;;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Sergey Voronov;James H. Anderson;;;;;;;;;;;;;;An Optimal Semi-Partitioned Scheduler Assuming Arbitrary Affinity Masks;;custom;;taskset generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Daniel Casini;Alessandro Biondi;Geoffrey Nelissen;Giorgio Buttazzo;;;;;;;;;;;;Partitioned Fixed-Priority Scheduling of Parallel Tasks Without Preemptions;cp-tasks;named;;dag generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Jian-Jia Chen;Georg von der Bruggen;Junjie Shi;Niklas Ueter;;;;;;;;;;;;Dependency Graph Approach for Multiprocessor Real-Time Synchronization;randfixsum;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2018;Xin Han;Liang Zhao;Zhishan Guo;Xingwu Liu;;;;;;;;;;;;An Improved Speedup Factor for Sporadic Tasks with Constrained Deadlines under Dynamic Priority Scheduling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Farouk Hebbache;Mathieu Jan;Florian Brandner;Laurent Pautet;;;;;;;;;;;;Shedding the Shackles of Time-Division Multiplexing;uunifast;named;;taskset generator;no;mibench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Sebastian Hahn;Jan Reineke;;;;;;;;;;;;;;Design and Analysis of SIC: A Provably Timing-Predictable Pipelined Processor Core;taclebench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Niklas Ueter;Georg von der Bruggen;Jian-Jia Chen;Jing Li;Kunal Agrawal;;;;;;;;;;;Reservation-Based Federated Scheduling for Parallel Real-Time Tasks;randfixsum;named;;benchmark;no;rtcg;named;openmp;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2018;Mohamed Hassan;;;;;;;;;;;;;;;On the Off-Chip Memory Latency of Real-Time Systems. Is DDR DRAM Really the Best Optoin?;autobench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Wang Yi;;;;;;;;;;;;;;;Design and Dynamic Update of Real-Time Systems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Thawra Kadeed;Sebastian Tobuschat;Rolf Ernst;;;;;;;;;;;;;Integrated Energy Control for Hard Real-time Netwonks-on-Chip;;referenced;vehicle control flow;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Li Han;Louis-Claude Canon;Jing Liu;Yves Robert;Frederic Vivien;;;;;;;;;;;Improved energy-aware strategies for periodic real-time tasks under reliability constraints;;custom;;taskset generator;;uunifast;extended;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2019;Haoran Li;Chenyang Lu;Christopher Gill;;;;;;;;;;;;;Predicting Latency Distributions of Aperiodic Time-Critical Services;;custom;;event generator;;redis microservice;referenced;cloud computing;case study;unclear;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Piotr Dziurzanski;Robert Davis;Leandro Soares Indrusiak;;;;;;;;;;;;;Synthesizing Real-Time Schedulability Tests using Evolutionary Algorithms: A Proof of Concept;;custom;;can message generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Till Miemietz;Hannes Weisbach;Michael Roitzsch;Hermann Hartig;;;;;;;;;;;;K2: Work-Constraining Scheduling of NVMe-Attached storage;fio;named;;benchmark;no;sysbench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2019;Christian Dietrich;Setfan Naumann;Robin Thrift;Daniel Lohmann;;;;;;;;;;;;RT.js: Practical Real-Time Scheduling for Web Applications;;custom;;microbenchmark;;randfixsum;named;;taskset generator;no;;custom;web app;case study;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2019;Fatima M. Anwar;Luis Garcia;Xi Han;Man Srivastava;;;;;;;;;;;;Securing Time in Untrusted Operating Systems with TimeSeal;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Rouhollah Mahfouzi;Amir Aminifar;Soheil Samii;Mathias Payer;Petru Eles;Zebo Peng;;;;;;;;;;Butterfly Attack: Adversarial Manipulation of Temporal Properties of Cyber-Physical Systems;;custom;automotive;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Gaoqi He;Zhifu Chai;Xingjian Lu;Fanxin Kong;Bing Sheng;;;;;;;;;;;ADMM-Based Decentralized Electric Vehicle Changing with Trip Duration Limits;;custom;electric vehicle charging;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Debayan Roy;Swaminathan Narayanaswamy;Alma Probstl;Samarjit Chakraborty;;;;;;;;;;;;Optimal Scheduling for Active Cell Balancing;;custom;battery powered device;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Mickael Dardaillon;Stefanos Skalistis;Isabelle Puaut;Steven Derrien;;;;;;;;;;;;Reconciling Compiler Optimizations and WCET Estimation Using Iterative Compilation;malardalen;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Xing Pan;Frank Mueller;;;;;;;;;;;;;;The Colored Refresh Server for DRAM;malardalen;named;;benchmark;no;polybench;named;;benchmark;no;mibench;named;;benchmark;no;polymag;named;;benchmark;no;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Javier Perez Rodriguez;Patrick Meumeu Yomsi;;;;;;;;;;;;;;Thermal-Aware Schedulability Analysis for Fixed-Priority Non-Preemptive Real-Time Systems;;custom;;taskset generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Saranya Natarajan;Mitra Nasri;David Broman;Bjorn Brandenburg;Geoffrey Nelissen;;;;;;;;;;;From Code to Weakly Hard Constraints: A Pragmatic End-to-End Toolchain for Timed C;rwabff;named;automotive;specification;no;;custom;;taskset generator;;mibench;named;;benchmark;no;paparazzi;named;uav;case study;no;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Zheng Dong;Cong Liu;;;;;;;;;;;;;;An Efficient Utilization-based Test for Scheduling Hard Real-Time Sporadic DAG Task Systems on Multiprocessors;erdos-renyi;named;;dag generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Youngeun Cho;Do Hyung Kim;Daechul Park;Seung Su Lee;Chang-Gun Lee;;;;;;;;;;;Conditionally Optimal Task Parallelization for Global EDF on Multi-Core Systems;uunifast;extended;;taskset generator;no;;custom;autonomous vehicle;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2019;Paolo Pazzaglia;Alessandro Biondi;Marco Di Natale;;;;;;;;;;;;;Optimizing the Functional Deployment on Multicore Platforms with Logical Execution Time;waters 2017;named;automotive;industrial challenge;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Behnaz Pourmohseni;Fedor Smirnov;Heba Khdr;Stefan Wildermann;Jurgen Teich;Jorg Henkel;;;;;;;;;;Thermally Composable Hybrid Application Mapping for Real-Time Applications in Heterogeneous Many-Core Systems;e3s;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Stefanos Skalistis;Angeliki Kritikakou;;;;;;;;;;;;;;Timely Fine-grained interference-sensitive Run-time Adaptation of Time-triggered Schedules;streamit;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Cedric Courtaud;Julien Sopena;Gilles Muller;Daniel Gracia Perez;;;;;;;;;;;;Improving Prediction Accuracy of Interferences for Multicore Platforms;;custom;;microbenchmark;;mibench;named;;benchmark;no;parsec;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Muhammad R. Soliman;Giovani Gracioli;Rohan Tabish;Rodolfo Pellizzoni;Marco Caccamo;;;;;;;;;;;Segment Streaming for the Three-Phase Execution Model: Design and Implementation;utdsp;named;;benchmark;no;taclebench;named;;benchmark;no;cortexsuite;named;;benchmark;no;uunifast;referenced;;taskset generator;no;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Xu Jiang;Nan Guan;Yue Tang;Weichen Liu;Hancong Duan;;;;;;;;;;;Suspension-Based Locking Protocols for Parallel Real-Time Tasks;erdos-renyi;named;;dag generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Kunal Agrawal;Sanjoy Baruah;;;;;;;;;;;;;;Adaptive Real-Time Routing in Polynomial Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Ludovic Thomas;Jean-Yves Le Boudec;Ahlem Mifdaoui;;;;;;;;;;;;;On Cyclic Dependencies and Regulators in Time-Sensitive Networks;;custom;networking;case study;;nasa orion;named;aerospace;case study;unclear;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Tanya Amert;Sergey Voronov;James H. Anderson;;;;;;;;;;;;;OpenVX and Real-Time Certification: The Troublesome History;;custom;pedestrian detection;case study;;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Zhe Jiang;Neil Audsley;Pan dong;Nan Guan;Xiaotian Dai;Lifeng Wei;;;;;;;;;;MCS-IOV: Real-Time I/O Virtualization for Mixed-Criticality Systems;;custom;;microbenchmark;;;custom;networking;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Soroush Bateni;Cong Liu;;;;;;;;;;;;;;Predictable Data-driven Resource Management: an Implementation using Autoware on Autonomous Pltaforms;autoware;named;automotive;case study;no;christian adam c++ i/o;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Jaeheon Kwak;Kilho lee;Taehee Kim;Jinkyu lee;Insik Shin;;;;;;;;;;;Battery Aging Deceleration for Power-Consuming Real-Time Systems;uunifast-discard;named;;taskset generator;no;;custom;power consumption;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Daniel (Yue) Zhang;Nathan Vance;Yang Zhang;Md Tahmid Rashid;Dong Wang;;;;;;;;;;;EdgeBatch: Towards AI-empowered Optimal Task Batching in Intelligent Edge Systems;alpr;named;license plate;dataset;no;vgg16;referenced;neural network;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Tao Quyang;Xi Chen;Liekang Zeng;Zhi Zhou;;;;;;;;;;;;Cost-Aware Edge Resource Probing for Infrastructure-Free Edge Computing : From Optimal Stopping to Layered Learning;alexnet;named;neural network;case study;no;ghent;referenced;networking;dataset;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Yecheng Xiang;Hyoseung Kim;;;;;;;;;;;;;;Pipelined Data-Parallel CPU/GPU Scheduling for Multi-DNN Real-Time Inference;;custom;neural network;case study;;;custom;;taskset generator;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Li Li;Haoyi Xiong;Zhishan Guo;Jun Wang;Cheng-Zhong Xu;;;;;;;;;;;SmartPC: Hierarchical Pace Control in Real-Time Federated learning Systems;;custom;federated machine learning;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Anirudh Mohan Kaushik;Paulos Tegegn;Zhuanhao Wu;Hiren Patel;;;;;;;;;;;;CARP: A Data Communication Mechanism for multi-Core Mixed-Criticality Systems;;custom;;microbenchmark;;splash2;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Nivedita Sritharan;Anirudh Mohan Kaushik;Mohamed Hassan;Hiren Patel;;;;;;;;;;;;Enabling Predictable, Simultaneous and Coherent Data Sharing in Mixed Criticality Systems;;custom;;microbenchmark;;splash2;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Hoon Sung Chwa;Hyeongboo Baek;Jinkyu Lee;;;;;;;;;;;;;Necessary Feasibility Analysis for mixed-criticality Task Systems on Uniprocessor;uunifast;extended;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Kunal Agrawal;Sanjoy Baruah;Alan Burns;;;;;;;;;;;;;Semi-Clairvoyance in Mixed-Criticality Scheduling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Ashikahmed Bhuiyan;Kecheng Yang;Samsil Arefin;Abusayeed Saifullah;Nan Guan;Zhishan Guo;;;;;;;;;;Mixed-Criticality Multicore Scheduling of Real-Time Gang Task Systems;uunifast;extended;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2019;Gregory Stock;Sebastian Hahn;Jan Reineke;;;;;;;;;;;;;Cache Persistence Analysis: Finally Exact;taclebench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2019;Wei-Ju Chen;Peng Wu;Pei-Chi Huang;Aloysius K. Mok;Song Han;;;;;;;;;;;Online Reconfiguration of Regularity-based Resource Partitions in Cyber-Physical Systems;;custom;;microbenchmark;;f1/10;named;autonomous vehicle;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2019;Xing Pan;Frank Mueller;;;;;;;;;;;;;;Hiding DRAM Refresh Overhead in Real-Time Cyclic Executives;malardalen;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Reinhard Wilhelm;;;;;;;;;;;;;;;Real Time Spent on Real Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Benny Akesson;Mitra Nasri;Geoffrey Nelissen;Sebastian Altmeyer;Robert Davis;;;;;;;;;;;An Empirical Survey-based Study into Industry Practice in Real-Time Systems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Alan Burns;Robert Davis;;;;;;;;;;;;;;Schedulability Analysis for Adaptive Mixed Criticality Systems with Arbitrary Deadlines and Semi-Clayrvoyance;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Kecheng Yang;Zheng Dong;;;;;;;;;;;;;;Mixed-Criticality Scheduling in Compositional Real-Time Systems with Multiple Budget Estimates;uunifast-discard;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Zhe Jiang;Kecheng Yang;Nathan Fisher;Neil Audsley;Zheng Dong;;;;;;;;;;;Pythia-MCS: Enabling Quarter-Clairvoyance in I/O-Driven Mixed-Criticality Systems;renesas automotive use case;named;automotive;benchmark;no;autobench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Luis Fernando Arcaro;Karila Palma silva;Romulo Silva de Oliveira;Luis Almeida;;;;;;;;;;;;Reliability Test based on a Binomial Experiment for Probabilistic Worst-Case Execution Times;;custom;;execution time distribution generator;;malardalen;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Kunal Agrawal;Sanjoy Baruah;Zhishan Guo;Jing Li;Sudharsan Vaidhun;;;;;;;;;;;Hard-Real-Time Routing in Probabilistic Graphs to Minimize Expected Delay;erdos-renyi;named;;dag generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;David Griffin;Iain Bate;Robert Davis;;;;;;;;;;;;;Generating Utilization Vectors for the Systematic Evaluation of Schedulability Tests;dirichlet-rescale;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;FALSE;
RTSS;2020;Stephen Tang;James H. Anderson;;;;;;;;;;;;;;Towards Practical Multiprocessor EDF with Affinities;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Hyeongboo Baek;Joeheon Kwak;Jinkyu Lee;;;;;;;;;;;;;Non-Preemptive Real-Time Multiprocessor Scheduling Beyond Work-Conserving;uunifast-discard;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Suhail Nogd;Geoffrey Nelissen;Mitra Nasri;Bjorn Brandenburg;;;;;;;;;;;;Response-Time Analysis for Non-Preemptive Global Scheduling with FIFO Spin Locks;randfixsum;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2020;Shuai Zhao;Xiaotian Dai;Iain Bate;Alan Burns;Wanli Chang;;;;;;;;;;;DAG Scheduling and Analysis on Multiprocessor Systems: Exploitation of Parallelism and Dependency;;custom;;dag generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2020;Guoqi Xie;Haijie Gong;Yunbo Han;Samarjit Chakraborty;Wanli Chang;;;;;;;;;;;A Real-Time CAN-CAN Gateway with Tight Latency Analysis and Targeted Priority Assignment;;;can;case study;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
